[AddictionAndRecovery; inCodeSet; _CategoryCodeSet_Services_Main]
[FamilyBased Mental Health Services (WES Health System); name; ""]
[Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience); name; ""]
[The Table Food Pantry (Roxborough Church); name; "The Table Food Pantry (Roxborough Church)"]
[ Prenatal (Spectrum Health Services)_v2_6323784639315968; name; "v2"]
[Developmental Behavioral Pediatrics (Nemours Children's Health System); name; ""]
[Therapy Services (Center For Families And Relationships); name; "Therapy Services (Center For Families And Relationships)"]
[Food Pantry (Enon Tabernacle Baptist Church); name; "Food Pantry (Enon Tabernacle Baptist Church)"]
[Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY)); name; "Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY))"]
[Medication-Assisted Treatment MAT (CleanSlate); name; ""]
[Mental Health Assistance (Overington House Inc); name; "Mental Health Assistance (Overington House Inc)"]
[Various Community Events & Programs (Conquerors Community Development Corporation); name; ""]
[Pediatric Primary Care (Nemours Children's Health System); name; ""]
[Counseling Center (Anti-Violence Partnership of Philadelphia); name; "Counseling Center (Anti-Violence Partnership of Philadelphia)"]
[Senior (Philabundance)_5692243664961536; name; "Commodity Supplemental Food Program(CSFP)/Senior (Philabundance)"]
[Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.); name; "Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.)"]
[Youth Empowerment Program (Earths Keepers); name; ""]
[Marconi Older Adult Program (Caring People Alliance); name; ""]
[Adult Inpatient Mental Health Services (Belmont Behavioral Health System); name; "Adult Inpatient Mental Health Services (Belmont Behavioral Health System)"]
[Social Work Services (Einstein Healthcare Network); name; ""]
[ Prenatal (Spectrum Health Services)_v1_6323784639315968; name; "v1"]
[Victim Response Services (Women Organized Against Rape); hasMap; XMLSchema#anyUri]
[Pediatric Illness Support Network (Chai-Life Line); hasMap; XMLSchema#anyUri]
[Temple Corps Community Center Food Pantry (The Salvation Army - Greater Philadelphia); hasMap; XMLSchema#anyUri]
[Addiction Services (University of Pennsylvania Perelman School of Medicine); hasMap; XMLSchema#anyUri]
[Individual Therapy for Adults (Inner Balance Psychology Center, LLC)%A; hasMap; XMLSchema#anyUri]
[Rising Sun Health Center (Public Health Management Corporation); hasMap; XMLSchema#anyUri]
[Food Pantry (Philadelphia Episcopal Cathedral); hasMap; XMLSchema#anyUri]
[Counseling Center (Anti-Violence Partnership of Philadelphia); hasMap; XMLSchema#anyUri]
[Farm to Families (St. Christopher's Foundation for Children)_v1; hasMap; XMLSchema#anyUri]
[Soup Kitchen and Food Pantry (Zion Hill Baptist Church); hasMap; XMLSchema#anyUri]
[Pediatric Primary Care (Nemours Children's Health System); hasMap; XMLSchema#anyUri]
[Mental Health Services (Best Behavioral Healthcare); hasMap; XMLSchema#anyUri]
[Crisis Response Center Adults (Temple Health - Episcopal Campus); hasMap; XMLSchema#anyUri]
[My SISTAS Resource Hub (Mady's Hands); hasMap; XMLSchema#anyUri]
[ Prenatal (Spectrum Health Services)_v2_6323784639315968; hasMap; XMLSchema#anyUri]
[Philadelphia Vet Center NE (U.S. Department of Veterans Affairs); hasMap; XMLSchema#anyUri]
[Food Pantry (The Salvation Army of Greater Philadelphia); hasMap; XMLSchema#anyUri]
[Housing First Treatment Teams and the Housing First Model (Horizon House); hasMap; XMLSchema#anyUri]
[Wraparound Services (Northwest Victim Services); hasMap; XMLSchema#anyUri]
[Food Pantry (Second Baptist Church of Frankford); hasMap; XMLSchema#anyUri]
[Centennial Pharmacy Services Prescription Medication (Centennial Pharmacy Services); hasMap; XMLSchema#anyUri]
[Red Shield Family Residence (The Salvation Army - Greater Philadelphia); hasMap; XMLSchema#anyUri]
[Latinx Psychoeducational Groups (Women Organzied Against Rape); hasMap; XMLSchema#anyUri]
[Food Pantry (United Methodist Neighborhood Services); hasMap; XMLSchema#anyUri]
[Behavioral Health and Crisis Center (Children's Hospital of Philadelphia); hasMap; XMLSchema#anyUri]
[Crossroads Treatment Center of Philadelphia Girard Ave (ARS Treatment Centers, P.C.); hasMap; XMLSchema#anyUri]
[Food Assistance and Relief (Jewish Relief Agency); hasMap; XMLSchema#anyUri]
[Fresh Produce (Sanctuary Farm); hasMap; XMLSchema#anyUri]
[Behavioral Health Rehabilitation Services BHRS (Pennsylvania Mentor); hasMap; XMLSchema#anyUri]
[Food Pantry (Saint Ignatius of Loyola); hasMap; XMLSchema#anyUri]
[Veterans Upward Bound VUB Program (University of Pennsylvania - Division of the Vice Provost for University Life); hasMap; XMLSchema#anyUri]
[Therapy Services (Philadelphia Mental Health Center); hasMap; XMLSchema#anyUri]
[Let's Eat Program (Philabundance); hasMap; XMLSchema#anyUri]
[Open Door Clubhouse (COMHAR, Inc.); hasMap; XMLSchema#anyUri]
[Food Pantries (Catholic Social Services - Philadelphia)_v1; hasMap; XMLSchema#anyUri]
[Mental Health Services (American Living Organ Donor Fund); hasMap; XMLSchema#anyUri]
[Food Pantry (Parkside Association of Philadelphia); hasMap; XMLSchema#anyUri]
[Senior Behavioral Health Inpatient Treatment (Friends Hospital); hasMap; XMLSchema#anyUri]
[Food Pantry (Praise the Living God Holiness Church); hasMap; XMLSchema#anyUri]
[Food Pantry (Golden Star Baptist Church); hasMap; XMLSchema#anyUri]
[Various Community Events & Programs (Conquerors Community Development Corporation); hasMap; XMLSchema#anyUri]
[Hub of Hope (Project HOME); hasMap; XMLSchema#anyUri]
[Assertive Community Treatment (Horizon House); hasMap; XMLSchema#anyUri]
[Outpatient Program (The Center for Autism); hasMap; XMLSchema#anyUri]
[Intensive Outpatient Program (IOP) at Mazzoni Center (Mazzoni Center); hasMap; XMLSchema#anyUri]
[Outpatient Behavioral Health (Tower Health - Tower-Drexel Academic Medical Group)_v2%A; hasMap; XMLSchema#anyUri]
[The Recovery & Education Center REC (Wedge Recovery Center); hasMap; XMLSchema#anyUri]
[Intensive Behavioral Health Services - Individual Services (Malvern Community Health Services); hasMap; XMLSchema#anyUri]
[Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware); hasMap; XMLSchema#anyUri]
[Adult Inpatient Mental Health Services (Belmont Behavioral Health System); hasMap; XMLSchema#anyUri]
[Saint Helena Parish Food Cupboard (Saint Helena); hasMap; XMLSchema#anyUri]
[AIDS and STI Testing (Bebashi)_5584011499405312; hasMap; XMLSchema#anyUri]
[Food Pantry (New Testament Church of God - Community Outreach Mission); hasMap; XMLSchema#anyUri]
[Food Pantry (East Park Revitalization Alliance); hasMap; XMLSchema#anyUri]
[Mental Health Therapy (Julia Ferrence, MSW, LSSW.); hasMap; XMLSchema#anyUri]
[Diabetes Management (Puentes De Salud)%A; hasMap; XMLSchema#anyUri]
[Youth Empowerment Program (Earths Keepers); hasMap; XMLSchema#anyUri]
[Mobile Psychiatric Rehabilitation Services MPRS (JEVS Human Services); hasMap; XMLSchema#anyUri]
[Station House Intake Center Services (SELF, Inc.); hasMap; XMLSchema#anyUri]
[Children's Mental Health Crisis Services (Philadelphia Children's Crisis Response Center); hasMap; XMLSchema#anyUri]
[Social Services Program (Salvation Army Eastern Pennsylvania & Delaware); hasMap; XMLSchema#anyUri]
[Outpatient Mental Health Services (Bethanna); hasMap; XMLSchema#anyUri]
[Greenridge Counseling Center (Intercommunity Action, Inc. Interact); hasMap; XMLSchema#anyUri]
[Residential Rehabilitation Program (The Kirkbride Center); hasMap; XMLSchema#anyUri]
[Substance Use Disorder Treatment (ETHOS Treatment, LLC); hasMap; XMLSchema#anyUri]
[Latina Domestic Violence Program (Congreso de Latinos Unidos, Inc.); hasMap; XMLSchema#anyUri]
[Diana Baldwin Mental Health Clinic (The Institute for Community Justice); hasMap; XMLSchema#anyUri]
[Wellness Alliance Community Integration and Recovery Center (Horizon House); hasMap; XMLSchema#anyUri]
[Food Distribution (Mighty Writers); hasMap; XMLSchema#anyUri]
[Philly LIFTS (The City of Philadelphia Department of Behavioral Health and Intellectual disAbility Services); hasMap; XMLSchema#anyUri]
[Halfway House-2B (Self Help Movement); hasMap; XMLSchema#anyUri]
[Mental Health Assistance (Overington House Inc); hasMap; XMLSchema#anyUri]
[Emergency Safe Havens (Women Against Abuse); hasMap; XMLSchema#anyUri]
[Good Shepherd (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice); hasMap; XMLSchema#anyUri]
[The PCS Learning Pod and Parent Resource Center (The Philadelphia Community Stakeholders); hasMap; XMLSchema#anyUri]
[My Brother's House (Bethesda Project); hasMap; XMLSchema#anyUri]
[Mental Health & Substance Abuse program (Pathways to Housing PA PTHPA); hasMap; XMLSchema#anyUri]
[Women's Therapy Center (Women's Therapy Center Inc); hasMap; XMLSchema#anyUri]
[Outpatient Subsance Abuse Program (Wedge Recovery Center); hasMap; XMLSchema#anyUri]
[Making Homes Affordable - Housing Counseling Program (Intercultural Family Services, Inc.); hasMap; XMLSchema#anyUri]
[Crossroads Treatment Center of Philadelphia West Tabor (ARS Treatment Centers, P.C.); hasMap; XMLSchema#anyUri]
[Outpatient Behavioral Health (Tower Health - Tower -Drexel Academic Medical Group)_v1; hasMap; XMLSchema#anyUri]
[Food Pantry (Women Walking in Victory Service Center); hasMap; XMLSchema#anyUri]
[Education Planning and Career Development (Family Promise of Philadelphia); hasMap; XMLSchema#anyUri]
[MST-PSB Multisystemic Therapy for Problem Sexual Behavior (Public Health Management Corporation); hasMap; XMLSchema#anyUri]
[PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.); hasMap; XMLSchema#anyUri]
[Youth Care Team (Philadelphia Department of Health); hasMap; XMLSchema#anyUri]
[Community Outreach, Recovery, & Empowerment CORE (Horizon House); hasMap; XMLSchema#anyUri]
[Child & Family Outpatient Center (WES Health System); hasMap; XMLSchema#anyUri]
[Intensive Outpatient Program (Casa de Consejeria); hasMap; XMLSchema#anyUri]
[Food Pantry (African Cultural Alliance of NorthAMerica Inc.); hasMap; XMLSchema#anyUri]
[Early Intervention Program (Wedge Recovery Center); hasMap; XMLSchema#anyUri]
[Adult Rehabilitation Centers ARC (Salvation Army Eastern Pennsylvania & Delaware); hasMap; XMLSchema#anyUri]
[Children's Outpatient Services COS (Community Council Health Systems); hasMap; XMLSchema#anyUri]
[Mental Health Services (Mazzoni Center); hasMap; XMLSchema#anyUri]
[The Penn Center for Youth and Family Trauma Response and Recovery Services (University of Pennsylvania Perelman School of Medicine); hasMap; XMLSchema#anyUri]
[Food Pantry (Upper Room Missionary Baptist Church); hasMap; XMLSchema#anyUri]
[RHD Fernwood Program (Resources for Human Development RHD - Pennsylvania); hasMap; XMLSchema#anyUri]
[Outpatient Behavioral Health Services (Malvern Community Health Services); hasMap; XMLSchema#anyUri]
[Functional Family Therapy (The Consortium, Inc.); hasMap; XMLSchema#anyUri]
[Residential Substance Abuse Program - Interim House West (Public Health Management Corporation); hasMap; XMLSchema#anyUri]
[Behavior Health Services (Psychological Services Center at Temple University); hasMap; XMLSchema#anyUri]
[Food Pantry (Berean Presbyterian Care Closet); hasMap; XMLSchema#anyUri]
[Family House Now New Options for Women (Resources for Human Development RHD - Pennsylvania); hasMap; XMLSchema#anyUri]
[Outpatient Behavioral Health Services Therapy and Medication Management (Malvern Community Health Services); hasMap; XMLSchema#anyUri]
[Food Bank (Eastwick United Methodist Church); hasMap; XMLSchema#anyUri]
[Outpatient Treatment at The Welcome Center (COMHAR, Inc.); hasMap; XMLSchema#anyUri]
[John Bell Health Center (The Institute for Community Justice); hasMap; XMLSchema#anyUri]
[Behavioral Health Services (Asociacion Puertorriquenos en Marcha (APM)); hasMap; XMLSchema#anyUri]
[Behavioral Health Rehabilitation Service BHRS (Citizens Acting Together Can Help, Inc.); hasMap; XMLSchema#anyUri]
[Church-Based Shelters (Bethesda Project); hasMap; XMLSchema#anyUri]
[Latino Treatment Program - Family Outpatient Evaluation and Counseling (COMHAR, Inc.); hasMap; XMLSchema#anyUri]
[City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services); hasMap; XMLSchema#anyUri]
[Adult Outpatient Services (The Consortium, Inc.); hasMap; XMLSchema#anyUri]
[Stephen Klein Wellness Center (Project HOME); hasMap; XMLSchema#anyUri]
[Community Outreach, Recovery, & Empowerment (Horizon House); hasMap; XMLSchema#anyUri]
[Center for Brief Therapy (Philadelphia College of Osteopathic Medicine PCOM Healthcare Centers); hasMap; XMLSchema#anyUri]
[Food Pantry (The Salvation Army West Philadelphia Corps Community Center); hasMap; XMLSchema#anyUri]
[The Bridge (Public Health Management Corporation); hasMap; XMLSchema#anyUri]
[MATES (Mobile Assessment Treatment and Evaluation Services) (WES Health System)_5341377346142208; hasMap; XMLSchema#anyUri]
[Center City Philadelphia Vet Center (Center City Philadelphia Vet Center); hasMap; XMLSchema#anyUri]
[Substance Use Treatment (APM); hasMap; XMLSchema#anyUri]
[Medication-Assisted Treatment MAT (CleanSlate); hasMap; XMLSchema#anyUri]
[Support Services (Clothed N Strength Inc); hasMap; XMLSchema#anyUri]
[Green Light Pantry (Drueding Center); hasMap; XMLSchema#anyUri]
[Adolescent Treatment Programming Willpower, Options, Resources and Direction - W.O.R.D (The Consortium, Inc.); hasMap; XMLSchema#anyUri]
